,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
705,1397687082349334531,1369099309765906432,2021-05-26 22:52:22,,@WADeptHealth I got really sick from vaccine. Doctor sending me for mri.,Italia
706,1397687080482865152,1031929466522689536,2021-05-26 22:52:22,Northside,Not for nothin but my 24 year old who had the HPV vaccine does not want children.,United States
707,1397687080260620296,148281731,2021-05-26 22:52:22,"Yorkshire and The Humber, England","I've heard a side effect of the vaccine is you start liking MUSE, horrible if true.",United Kingdom
708,1397687078574493700,490937143,2021-05-26 22:52:21,"Philadelphia, PA",I looked straight into the solar eclipse unprotected I am not afraid of the vaccine. https://t.co/T7wdqUCp18,United States
709,1397687074921275398,713475260516057088,2021-05-26 22:52:21,"London, England",@JohnFox28541730 @zukibites Depopulation as per georgia guidestones give it a few months globally millions will die from the vaccine it will be called a new covid variant as an excuse to inject more killer vaccines that kill millions more people rinse and repeat,United Kingdom
711,1397687057544269825,340355221,2021-05-26 22:52:16,"Thunder Bay, Ontario",Did you know those 12  are now eligible to receive a COVID-19 vaccine https://t.co/ds0CDhSGNb,Canada
712,1397687056407711744,1255484522117894145,2021-05-26 22:52:16,,"Pennsylvania is now the 10th state to hit President Biden's goal of having at least 70% of the adult population receive at least one dose of vaccine.

The other states are Vermont, Hawaii, New Hampshire, Massachusetts, Connecticut, Maine, New Jersey, Rhode Island &amp; New Mexico.",Italia
713,1397687054868250626,1217330487468773382,2021-05-26 22:52:16,"Vancouver, BC","@LizaYuzda @NEWS1130 I will continue to wear a mask to protect others, and will do until ~75% of the population has both vaccine doses, keeping an eye on its efficacy with the latest (and emerging) VOCs.",Canada
714,1397687050728448000,188410234,2021-05-26 22:52:15,seattle,@kguazzo @CarolineYLChen @LOLGOP it really is that simple.  the good news is case counts are down for everyone because the vaccine works.,United States
715,1397687049671561224,1392118914,2021-05-26 22:52:15,USA,"@ElizabethKlave3 @Anne48965977 Yes, their new spin is ""it's not meant to stop you from getting it, it's to keep you out of the hospital!"" Sorry, but a vaccine is MEANT to IMMUNIZE you against something, and these vaccines clearly do nothing of the sort.",United States
716,1397687041060524032,937411582799130624,2021-05-26 22:52:13,New Zealand ,@mikeamor7 News flash. Vaccine doesn't stop you getting the virus,New Zealand / Aotearoa
719,1397687038829289472,1390396152441364485,2021-05-26 22:52:12,,"@TZeeBee @TheLadyPilar @oh_dang_jason The government did not develop the vaccine. You understand that, right? Also the American""government"" was not the only entity working on the epidemic. You know these things, right?",Italia
720,1397687027794169866,138168339,2021-05-26 22:52:09,"Philly, natch","Virginia Greene, 36, was ""protesting"" people being vaccinated against a deadly virus that has killed at least 600k Americans.

Tennessee anti-vaxxer arrested after deliberately plowing car through vaccination site https://t.co/j9azUDO5Uh",N/A
721,1397687025906728965,1339194560166191108,2021-05-26 22:52:09,,@naturalvicky @MattHancock Vicky their is a human rights lawyer on here looking over how many women have lost their babies through the Vaccine @MattHancock  does t want you to know that because as boris Johnson said its about capitalism and greed https://t.co/BzzCBYbwrS,Italia
722,1397687025499738115,603558924,2021-05-26 22:52:09,"Selangor, Malaysia","Betul,, lmao this happened lunch hr smlm. When everyone is given false hope dgn website cb tu, theres this one person tiba2 post kt stat ws the ss of his MySJ yg tunjuk he completed 2 doses of vaccine already. Astu lepas tu tgok dh delete dah. Hah bagus sedar diri. https://t.co/NCsHMhYagW",Malaysia
723,1397687020961423362,1320296442179710976,2021-05-26 22:52:08,"San Francisco, CA",If Trump had won re election would we being seeing daily vaccination death tolls on the news every day calling it Trumps Vaccine with stories on him rolling it out to early ?,United States
724,1397687017878720517,247301423,2021-05-26 22:52:07,,CDC studying reports of heart inflammation in young (under 30 yrs) Covid vaccine recipients  https://t.co/rTH0vTZ0Ig,Italia
725,1397687016033177600,1388997712901644295,2021-05-26 22:52:07,,"@fawfulfan @UROCKlive1 I get it, they are stupid, ignorant, and claim they don't want to be ""forced"" so they take it on themselves to do anything they can to stop OTHER people from receiving the vaccine, up to and including putting innocent people in danger.",Italia
726,1397687014204612611,954505246058975232,2021-05-26 22:52:06,"Carmarthen, Wales",Got my 2nd vaccine appointment tomorrow morning not gassed about the needle but gassed about the 5G,United Kingdom
727,1397687013676138497,1063229933017853952,2021-05-26 22:52:06,,Guess who got both doses of the vaccine now. https://t.co/2lk5Px5MYq,Italia
728,1397687011708837891,819519128985681920,2021-05-26 22:52:06,,"#melbournelockdown you take a new product that does not stop transmission, does not prevent infection, has antibodies that last only 5 weeks before waning and longer term safety data unknown. It is an experiment not a vaccine. See the Pfizer TGA assessment doc.#ivermectinworks https://t.co/BY7k5SR8H5",Italia
729,1397687006684057600,1043712558354587648,2021-05-26 22:52:04,Treaty 1 Land: Winnipeg,"@FreemanMomo @tombrodbeck @WinnipegNews ""Could have got the AZ""

I know someone personally who's 30-something partner is now on blood thinners for three months because of the AZ vaccine.

There was only *very* specific eligibility for the AZ vaccine and this age group did not apply.",N/A
731,1397686993534951430,413886228,2021-05-26 22:52:01,adelaide aust,@ScottMorrisonMP do you maybe as Melbourne is about to enter another lockdown you can I don't know make a decision that everyone is able to get the vaccine??? This is ridiculous but as along as you have had the vaccine thats all that matters right!!! Maybe do your job for once!,N/A
732,1397686991685230592,360522471,2021-05-26 22:52:01,"Melbourne, Victoria",i want my fucking vaccine  #melbournelockdown,Australia
733,1397686985402187778,19604599,2021-05-26 22:51:59,"Victoria, British Columbia","NEW - 2,979,951 doses of Pfizer-BioNTech, Moderna and AstraZeneca COVID-19 vaccines have been administered to adults 18 and over in B.C., 152,010 of which are second doses.

The province administered 52,464 doses of the vaccine yesterday, including 3,430 second doses. #bcpoli",Canada
734,1397686983921704962,1164033056862289920,2021-05-26 22:51:59,multi | she/they,@SOOYASlDE it was the vaccine covid in me,N/A
737,1397686973909803008,3749336593,2021-05-26 22:51:57,,"https://t.co/lAGPogAQgQ

See how ridiculous vaccine passports are...",Italia
739,1397686967198830597,66621747,2021-05-26 22:51:55,"Honolulu, HI",@JustinKollar @ryancatalani Honolulu provided restaurant debit cards so the state should be able to provide similar incentives to reduce vaccine hesitancy and increase the number of shots administered.,United States
740,1397686963688198145,375266781,2021-05-26 22:51:54,"Oak Harbor, WA",Does anyone else feel like they got a nasal drip after getting the vaccine lol,United States
741,1397686962266378241,537572857,2021-05-26 22:51:54,,The Melbourne COVID outbreak may have done more to shake vaccine hesitancy than the national advertising campaign https://t.co/Ch4z5zqLcd,Italia
742,1397686962186686466,30106760,2021-05-26 22:51:54,"Seoul, The Republic of Korea.","Maybe, people who injected the Covid-19 vaccine can go outside without a facemask from July in South Korea.",대한민국
743,1397686961284943872,104725941,2021-05-26 22:51:53,Australia,"@adamajacoby The bigger 'fuck you' is that there's an abundance of vaccine out there, but apparently Scomo thinks the touch of God will see us through. Lunacy a country the size of Australia hasn't got close to full vaccine roll-out when the USA is rolling out 4 million shots per day...",Australia
745,1397686954922237953,19142612,2021-05-26 22:51:52,"Dublin, Ireland",@GerHerbert1 @BillEbrill @LucindasIreland @roisiningle Virus reproducing = variants and vaccine resistance.,Éire / Ireland
746,1397686954435567616,388082982,2021-05-26 22:51:52,,So tell me what is the point of the vaccine! https://t.co/qfeSfXun4c,Italia
748,1397686946613317641,4331531667,2021-05-26 22:51:50,New York,@vicnvid All vaccines r 2 prevent disease. Decades ago there was a polio epidemic people breathed a sigh of relief when they came out with a vaccine 2 prevent people from getting it &amp; everybody got the shot. People want this pandemic 2 go away but they don't want 2 do the work.,United States
749,1397686945183109121,374871615,2021-05-26 22:51:50,,"@fordnation @EllisDon Your vaccine rollout is a colossal failure! Your tweet today conveyed a false impression that people could get second doses at pharmacies, yet this is simply not the case. You have a lot of nerve doing these photo-ops with Conservative friendly donors while lying to everyone else",Italia
750,1397686945090727939,2265885618,2021-05-26 22:51:50,,@CBCSask Why are school children getting vaccinated? The vaccine is much more dangerous for them that Covid19! Cdnpoli polCan UKpolitics Auspol EUpol NZpol USpoli PnPCBC SKpoli What kind of fool would recommend that? https://t.co/RQzcnSm2Pm,Italia
751,1397686940544258049,737498380474023937,2021-05-26 22:51:49,Illinois -- SE Cook County,Unfortunately his solutions are to give more to health insurers (in subsidies) and to take care of big Pharma.  The exception here is Biden's initial decision on allowing a patent exemption for coronavirus vaccine. https://t.co/IMHG4Onfzt,United States
752,1397686920147132419,813801480,2021-05-26 22:51:44,Connecticut,"@ABC Will someone please report what happens to those of us who had Covid, Got the Monoclonal Antibody Infusion, and then 90 days later receive your first vaccine shot.  No one knows!!  Not even the Drs!!",United States
753,1397686918779789316,1332609266,2021-05-26 22:51:43,"Stolen Land, Borrowed Time","@drvyom @alexbhathal Smash out local vaccination program, ignore patent rules (work it out in court later), ramp up our own vaccine production and flood developing countries with free vaccines. History and biology will not be kind to us if we don't treat this like a global issue",N/A
754,1397686914640134147,1202544472153874432,2021-05-26 22:51:42,,"@nround6 @JustinOfAmerica @Captain44618202 @mmjblair I'm out on a limb, all my family, my partner and her family are all vaccine disciples.",Italia
755,1397686911809077251,4831668789,2021-05-26 22:51:42,"Toronto, Ontario",@KevinJFrey @CharJackson82 The vaccine is about depopulation,Canada
756,1397686908193476611,1071195440949821441,2021-05-26 22:51:41,,"@fordnation And to think, WE paid Hillier $20,000/month for this clusterfuck !  #FordMustResign 
https://t.co/47vjuGNrQw",Italia
757,1397686907123998726,1306301730854973442,2021-05-26 22:51:41,Dallas County TX,@JudgeClayJ running late with numbers again. He must be trying to decide how many of the few backlogged deaths he has left to use today. It has to be driving him nuts that the CCP virus is over and most aren't scared anymore. And lots of us refuse to get an experimental vaccine!,United States
759,1397686906549424130,2535761430,2021-05-26 22:51:40,"Denver, CO",@pinkberrymoon It says you are automatically entered if you have received your first vaccine,Colombia
760,1397686906431971328,1375448650365739010,2021-05-26 22:51:40,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
4714 16th Avenue, Brooklyn, NY, 11204
(800) 925-4733

https://t.co/hB3YXDI3QI",United States
761,1397686905488252930,1375448650365739010,2021-05-26 22:51:40,"New York, NY","Vaccine appointments are available at

Walgreens/Duane Reade (Pfizer)
60-36 Myrtle Avenue, Queens, NY, 11385
(800) 925-4733

https://t.co/djwyCnugyP",United States
762,1397686888320749568,66381157,2021-05-26 22:51:36,,"@calonghurst The problem is that companies have abused literally every other piece of information they've gained access to.
The real problem is .gov's lack of will to pass strong digital privacy laws. We would be more willing to trust digital vaccine records if we had reliable digital privacy",Italia
764,1397686871577214980,847111485599989761,2021-05-26 22:51:32,,"We are lucky to have a vaccine, people from other countries coming here for it.",Italia
765,1397686870889447431,1025519894236942338,2021-05-26 22:51:32,prns in carrd no they them,IDK IF ITS THE COVID VACCINE KICKIN IN BUT I FEEL LIGHTHEADED https://t.co/KRot7YiNNU,N/A
768,1397686861103919105,986358115057545216,2021-05-26 22:51:30,"Buffalo, NY",@Jded999 @TheGreatDane88 @mark14009 @Columbos_Dog @bcdavis0517 @bylindsayhjones @TheAthletic I never said that. I quoted the cdc about deaths possibly being related to the vaccine.,United States
770,1397686854061727745,1537798038,2021-05-26 22:51:28,Left Coast,"@drbarnesbangor @section92_ @OwlsFanSWFC I am able to decide for myself, and the pressure to get the vaccine is enormous. But innocent children cannot protect themselves. They are not at high risk, and hopefully in a few years there will be an APPROVED vaccine or better treatments.",United States
771,1397686846625251328,464839904,2021-05-26 22:51:26,,What??  Pop-up clinic 2 blocks from work. Told to drive 340 or over 700 km round trip to have my kids get the Pfizer vaccine? They tried to tell me that Moderna and Pfizer could get mixed up.  My response..they are only giving Pfizer on that date! @BrianPallister @jfinch,Italia
772,1397686843349651460,1288634940,2021-05-26 22:51:25,,@Rschooley Well there obviously were no shootings before the covid vaccine.,Italia
773,1397686842468806658,826382447885574144,2021-05-26 22:51:25,Europe,"With the Lulu Lytle curtains not so much pulled back as swung from and ripped down to reveal Johnson's Covid disaster, it's now apparent why he needed to perform a volte-face from this collectivist, not a competition vaccine position, seen here, to 'we won the EU are useless'. https://t.co/sIoCFvViRL",أوروبا
774,1397686839708995587,1129794050251530241,2021-05-26 22:51:25,,"@inthezoneuk @Dominic2306 Actually *neither* works - any immunity to coronaviruses (whether vaccine-induced or otherwise) lasts only a year at most, and so long as vaccines don't prevent transmission, they in fact encourage the evolution and spread of resistant variants. That's why we need #ZeroCovid.",Italia
775,1397686839234945024,1323092959852638209,2021-05-26 22:51:24,"Toronto, Ontario","@petersversion @JesseRange3 @markandhiseyes @jrguyute @reporterchris One dose summer. Enough for one dose, not two. Vaccine shortage, otherwise we would be fully vaccinating people. 

https://t.co/XsRQvFQZN9",Canada
780,1397686825033031684,34093672,2021-05-26 22:51:21,"Florida, USA",Why some fully vaccinated people are still wearing masks https://t.co/aL6ri4bfTc via @voxdotcom,United States
782,1397686815721672704,2761592377,2021-05-26 22:51:19,"DeKalb, IL","Why some fully vaccinated people are still wearing masks 
https://t.co/7f5qu191bZ via @voxdotcom",United States
784,1397686811267256323,107547196,2021-05-26 22:51:18,"Far North Fitzroy, Oceania ",I have had my 1st covid shot. I would be furious if i was under 50 and haven't had access to the vaccine program yet. #melbournelockdown,N/A
786,1397686805252775936,21248588,2021-05-26 22:51:16,"Texas, USA","@Gogo6969 @funder Here you go re: your source
The National Vaccine Information Center, founded under the name Dissatisfied Parents Together in 1982, is an American 501 organization that has been widely criticized as a leading source of fearmongering and misinformation about vaccines.",United States
787,1397686803042390017,1468334299,2021-05-26 22:51:16,KS,"@DEFendFURiously I got the Moderna vaccine. No side effects from the first dose. I was down for about 18 hours after the 2nd dose with chills, extreme fatigue and joint aches. Felt like crap, but I've had colds that hung on longer. Just plowed thru it. Good luck with your 2nd dose!",United States
788,1397686799590256641,806059502,2021-05-26 22:51:15,,"https://t.co/6teknE10kC 
Nazi Germany anyone?.......Amazon is dolling out yellow stars.....",Italia
789,1397686799389147139,1240170475,2021-05-26 22:51:15,,"https://t.co/vrd6xuZEwV

@ToccoTrevor @nberlat 
seems normal things are happening with the anti-vaxx crowd.",Italia
790,1397686797124186117,1273214137426821122,2021-05-26 22:51:14,"Melbourne, Victoria",@Glen50192061 What happens if covid turns out to be a failed vaccine?,Australia
791,1397686789004005383,1330044338,2021-05-26 22:51:12,Oslo,"@IlonaKickbusch @WHO @DrMikeRyan Most countries use similar language for vaccine shortage and equitable distribution, but there is lack of urgency and how to achieve more vaccine access and what mechanisms to be adopted.",Norge
792,1397686786323742722,173629507,2021-05-26 22:51:12,Southern Highlands NSW Aust,"""TTS appears to result from an irregular immune response""

This is why those of us with immune system disorders are concerned, but no info for us is forthcoming.

https://t.co/fytCkVWJH4",N/A
794,1397686783106818055,2735253611,2021-05-26 22:51:11,,"@FishGirls23 Agreed - Johnson and Hancock are not delivering the vaccine programme, the NHS (and in my area other public services) are delivering it well and properly.",Italia
795,1397686780355301382,15448383,2021-05-26 22:51:10,Makati City,"FDA may allow the use of US-made Pfizer COVID-19 vaccines on those aged 12 to 15, FDA chief Eric Domingo said. | @DYGalvezINQ https://t.co/eS0sdhe26b",Luzon
796,1397686758775701506,341563762,2021-05-26 22:51:05,CALIFORNIA/NEW YORK,"CNN : 10 states reach Biden's goal of vaccinating 70% of adults.
https://t.co/svya8qRwwk",United States
801,1397686734326964224,1150516280434339840,2021-05-26 22:50:59,New York,"@msrachelteodoro I'm a hobo. I live in my car and have been in 15 states over the past 6 months.

I've experienced a lot of different versions of the pandemic at this point.

My question for those who are vaccinated is: do you trust the vaccine?

If you do trust it why still wear a mask?",United States
805,1397686721244930051,492960154,2021-05-26 22:50:56,Manila,"PH FDA eyes authorizing Pfizer COVID vaccine for emergency use in 12- to 15-yr-olds

https://t.co/gLhjkNM3eU",Luzon
806,1397686721060421635,1880558749,2021-05-26 22:50:56,Toronto,"My local pharmacy scheduled my 2nd shot of #AstraZeneca/#CovishieldVaccine for Friday May 28.
That's a 10 week gap.
NOT 12 wks per UK advice.
NOT 4 mos per 
@fordnation's ""#pandemicpolicies"".

BUT vaccine shouldn't be wasted.
Concerns?
Read: https://t.co/bGEAXbdzEq
#VaccinesWork",Canada
807,1397686720779493376,171733832,2021-05-26 22:50:56,N 39°21' 0'' / W 76°36' 0'',@LisaMcCray You can walk up to any Baltimore County clinic. No appointment necessary: https://t.co/49ARK64Sr7,N/A
808,1397686720108261376,7930732,2021-05-26 22:50:56,"Portland, Oregon","C.D.C. Is Investigating a Heart Problem in a Few Young Covid-19 Vaccine Recipients #covid19 #SARSCoV2 #coronavirus #vaccine
https://t.co/NYPlTDBrbr
/cc @TWIScience @drkiki @blairsmenagerie @Jacksonfly @jeremyfaust @Brief_19",United States
810,1397686717214244867,1344306675931602944,2021-05-26 22:50:55,"Oconee County, GA","Well look at that! ""Georgia gained ground ..for vaccine completion among the 12+ population, moving from 47th place to 45th."" #GA #COVID19 https://t.co/yFSGhG89t2",United States
812,1397686714009751554,216309390,2021-05-26 22:50:55,Wurundjeri peoples’ land ,"So Morrison fails on quarantine, fails on vaccine promotion, fails on vaccinating aged care home residents - AND he's removed Jobkeeper - Melbourne's next round of grim grim times is ALL on him.",N/A
815,1397686709328904193,41925308,2021-05-26 22:50:53,"New Mexico, USA","https://t.co/H7jBynRiwP In America, your fellow citizens think they have the right to endanger the health &amp; welfare of everyone else.",United States
817,1397686699686195200,1037351404413669376,2021-05-26 22:50:51,,why is every girl at the vaccine clinic so pretty,Italia
818,1397686698146861059,163140780,2021-05-26 22:50:51,Sydney Australia,We knew from the very beginning of the pandemic the waves &amp; lockdowns will continue until a vaccine or cure was found. The vaccine was found and more money is to made from ongoing treatments than finding a cure. The HIV pandemic taught us that! https://t.co/5Vul7jZLys,Australia
823,1397686687828938754,1346536329656594434,2021-05-26 22:50:48,,Oakland County Board of Commissioners meeting is lit!  Over 100 people giving public comment against vaccine passports,Italia
824,1397686685094268929,713694748431638528,2021-05-26 22:50:48,,"Well, we got confirmation of how well the honor system is working with the vaccine. My wife went to her massage therapist today. She said that she was in Menards where masks are required and she saw several of her clients without masks and knows they aren't vaccinated.",Italia
825,1397686683223556096,2902782894,2021-05-26 22:50:47,Malaysia,"There are many things the U.K. government did badly. The situation improved because of the: 

- thousands of NHS workers who put their lives on the line &amp; did what was right 

- financial support to incomes provided by the Chancellor

- vaccine programme (also by NHS) https://t.co/Tqm1yWfvKh",Malaysia
826,1397686683122888704,278760917,2021-05-26 22:50:47,"Sanctuary Point, NSW Australia","@mrsnb16 @BreakfastNews @KKeneally @ScottMorrisonMP @LisaMillar Is not tax something for the Shadow Minister Lisa Miller? The Senator was talking about a problem that is national, Vaccine roll out and Quarantine, was the report about the PMO done by the PMO truthful?",Australia
827,1397686681466200068,1210025863762317313,2021-05-26 22:50:47,"Qui, lì o là","""Resistance to vaccine mandates is building. A powerful network is helping. https://t.co/Q6HsluD267",France
828,1397686674159718400,462424197,2021-05-26 22:50:45,,@tomhfh Quick and vaccine are two words that sit uncomfortably together.,Italia
829,1397686667344060416,375334044,2021-05-26 22:50:43,"Tuscaloosa, Alabama, etc.",Birmingham City Council considering COVID-19 vaccine lottery https://t.co/Gwo2pcBjGv,United States
831,1397686660880429062,25793174,2021-05-26 22:50:42,"Melbourne, Australia","We only knew about one of these cases yesterday. That makes 11 new cases announced in the below @VicGovDH alert.
@10NewsFirstMelb #springst 

12,677 vaccine doses were administered. 
40,411 test restults. https://t.co/bZAqiAW9Jr",Australia
832,1397686657613139973,20001361,2021-05-26 22:50:41,GOP HQ,"@Beausabreur2 @Down_W_Tatmadaw @POTUS PFIZER rocks! I pray my kids can participate in the vaccine trial since Utah's Gov told parents that ALL UNVACCINATED KIDS can go maskless to school for the final week. Mass exposure plan now underway! Why Cox, why?!? @UtahCoronavirus @fox13 @UTParentsUnited",Deutschland
833,1397686653825601536,297704555,2021-05-26 22:50:40,,"@reblev Dr Norman Swan has not practiced for years. Hes a journalist. 
If the federal government opened up Pzifer for everyone, vaccine rates will increase overnight.
Sky news reporting strokes with AstraZeneca vaccine today.",Italia
835,1397686628190101504,3538515085,2021-05-26 22:50:34,,"@JakeHansen1621 Yep...if your young and healthy everyone should kiss a Covid positive friend and allow God's incredible immune system to work...the ""vaccine"" can't touch it !",Italia
836,1397686627263205383,25448197,2021-05-26 22:50:34,"Chicago, IL","COVID-19 mass vaccination sites in Tinley Park, South Holland and River Grove will close Thursday as demand for the vaccine wanes and officials redeploy resources to focus on community based-vaccination efforts.

https://t.co/naeaGf0m4E",United States
837,1397686619302473728,30235731,2021-05-26 22:50:32,"London, England",@enenbee @phillipwmoore49 @BreakfastNews As variants evolve so will vaccines. Just like the flu vaccine the COVID-19 vaccine will be updated. Forced mandatory detention seems like a bit of a blunt tool to achieve public health outcomes.,United Kingdom
838,1397686618849415170,67713097,2021-05-26 22:50:32,(universe central),"@PickardJE Is this a pandemic I see before me.

A vaccine,  a vaccine , my kingdom for a vaccine  

How many do you want,  I got loads",Danmark
839,1397686611744378881,1029475418800304129,2021-05-26 22:50:30,"McMurdo Station, Antarctica",Does anybody know if there's some way to get the johnson and johnson vaccine specifically? Because I just bought tickets to a show I will almost certainly not be able to go to unless I can get a single dose vaccine ASAP upon arrival in the US.,N/A
841,1397686596246278147,2173952384,2021-05-26 22:50:26,"Hachinohe-shi, Aomori","I'm so disappointed! In just a quick informal poll of some of my students and acquaintances, many have said they are either not going to get the Covid 19 vaccine or are very afraid of it! Come on people, this is the only way we can get back to some semblance of our old lives!",日本
1000,1397689233712857089,1392196803735527431,2021-05-26 23:00:55,,@AmyJacobson @BMOHarrisBank @DrArwady @EWoodhouse7 @maisyemmanolan THIS BULLSHIT BUSINESS CAN DO WHAT EVER THEY WANT NO THEY CAN'T CAN THEY DISCRIMINATE AGAINST BALD PEOPLE OR GAY PEOPLE THERE'S NO HEALTH EMERGENCY REASON FOR ANY FORCED MASK WEARING OR VACCINE THIS IS A OVERBLOWN OVERHYPED VIRUS THAT DEMOCRATS ABUSED AND LIED TO TAKE CONTROL,Italia
1001,1397689226653626372,196544024,2021-05-26 23:00:54,Australia,"@3AW693 Shit roll out of vaccine, selective border rules, shit contact tracing, lack of leadership on all fronts... but the average joes are going to pay with a lack down once again.",Australia
1002,1397689224384507905,15244659,2021-05-26 23:00:53,"Caldwell, Idaho, USA","@voxdotcom Why do I do it?

1) I'm not vaccinated against flu;
2) There is no rhinovirus vaccine;
3) I can promote my movement with the logo on my mask;
4) People can't see me mouthing ""f'n idiot"" at them in public;
5) Facial recognition database confounding;
6) Makes MAGA crazier.",United States
1004,1397689216692281345,1125218182279647232,2021-05-26 23:00:51,"New York, NY",Puerto Rico ends the #COVID19 curfew and will offer the J&amp;J vaccine at the airport for those who visit the island! #coronavirus #pandemic #PuertoRico #vaccine #johnsonandjohnson #curfew https://t.co/R4kPDwBZnh,United States
1006,1397689212682518530,1300519655501565953,2021-05-26 23:00:50,,@WGRZ People of color who cannot gain access to a vaccine will not be allowed in,Italia
1007,1397689207821246466,748761679,2021-05-26 23:00:49,CA,"@catsandbuds420 Vaccine saves your life and others. 
PLS get SoonestNearest!
(I'm FullyModerna. THRILLED!)",Canada
1008,1397689207213236229,802982833346187264,2021-05-26 23:00:49,"Maryland, USA",@MDaware @WesPegden The test is whether benefit&gt;risk for the vaccine.  But they don't evaluate (and I don't know how one would evaluate workout hindsight) how long to wait for data.  I'm talking about the benefit versus risk of delaying for more data.,United States
1010,1397689200145702916,1421951876,2021-05-26 23:00:47,Australia,Patenting The Covid-19 Vaccine Is Unethical via @forbes https://t.co/GgpXRga3A5,Australia
1012,1397689192507916289,171073235,2021-05-26 23:00:45,"Washington, DC","""I want to express how important healing is... the distrust Black people have for the healthcare system, the healthcare outcomes. It's important to know that. No one is expressing the distrust Black people have with the vaccine.""-@Kristinicole827
This hit personal for our family.",United States
1013,1397689168881324032,1159394052774563840,2021-05-26 23:00:40,,I cant react to the teasers properly im drugged up from a cov19 vaccine fever but im so!!!!!!,Italia
1020,1397689146093625346,1210953530,2021-05-26 23:00:34,"Melbourne, Victoria",@andrew_lund @drvyom Vaccine numbers could be a lot better,Australia
1021,1397689143652716546,868523826447089664,2021-05-26 23:00:34,CyberSpace,independent|William Shakespeare: First man to get Covid jab dies of unrelated illness|https://t.co/QKrnjKqPtD,Nigeria
1022,1397689142650212357,21111896,2021-05-26 23:00:34,Text me at 202-217-1107,"A recent study found nearly half of transplant patients who received two doses of either the Pfizer or Moderna vaccine produced no antibodies. 

Thank you @NikkiBattiste for this important reporting on the subject https://t.co/3M9eTD5XsS",N/A
1025,1397689137747173381,70999121,2021-05-26 23:00:32,"Miami, FL","@Akademiks516 @Dik34128438 @MayorDaniella https://t.co/gZxESiflfl 
Worldwide Covid Deaths: 3,511,229
US Covid Deaths: 606,126
Those are Facts, compare that to the handfull of Vaccine deaths or even Vaccine problems that you want to fear monger about, what is more deadly hmm? Smh, wake the fuck up, Vaccines Save Lives!",United States
1026,1397689122832084993,30611245,2021-05-26 23:00:29,"Melbourne, Victoria",@VicGovDH Vaccine numbers should be equalling test numbers. Expand eligibility,Australia
1028,1397689118411403266,817141443437400064,2021-05-26 23:00:28,,"BREAKING: @Facebook Whistleblowers Expose LEAKED INTERNAL DOCS Detailing New Effort to Secretly Censor Vaccine Concerns on a Global Scale

#ExposeFacebook https://t.co/GVJyaOTjRR",Italia
1029,1397689113667592193,129344589,2021-05-26 23:00:27,USA,Gaffe: Biden Blames Black Vaccine Hesitancy on Tuskegee Airmen https://t.co/7zus4aoiNq via @BreitbartNews,United States
1030,1397689098593353735,5120691,2021-05-26 23:00:23,"Geneva, Switzerland",5 ways data can help build trust in vaccines https://t.co/AtApVZF40l @NetBaseQuid @ProfHeidiLarson @vaccine_trust https://t.co/YYZXOOd34A,Schweiz/Suisse/Svizzera/Svizra
1031,1397689098589007879,1343182174283915264,2021-05-26 23:00:23,,@BamilyMagNation @semprescettica @Bitchute Have you looked into the 2005 documented DOD/Pentegon Funvax video? Vaccine for religious fundamentalist. Pretty wild.,Italia
1032,1397689096085061637,1339342064333492224,2021-05-26 23:00:22,,@raybrown007 @MonicaGandhi9 I don't know enough about the definition of a vaccine but I do know that it has the same effect in preventing replication. That prevents it from making you sick and prevent you from having enough in your respiratory system to transmit it.,Italia
1033,1397689092695990272,56890089,2021-05-26 23:00:22,,@jonkudelka Shame there is NOT ENOUGH VACCINE,Italia
1034,1397689088187285508,17478754,2021-05-26 23:00:21,Canada,Ahhh I'm just so happy that I have my first vaccine shot done! I've been waiting so long it seems!,Canada
1036,1397689083347050499,737470487870251009,2021-05-26 23:00:19,✨ Join Us ✨,"They are just trying to shut us all up with the vaccine. If you took it, you fell for it. Fell into the trap. It is crucial to use your brain. Question everything. Be smart. Do not leave any stone unturned in the quest for the Truth. Else you really will be paying with your life. https://t.co/wwW0qtT4ec",United States
1037,1397689078586425347,847176920294940674,2021-05-26 23:00:18,United States,"How do you pick which arm to receive your vaccine?

I picked my non-dominant arm.

Kid2: Uh, right this time. I did left last time and I want to even them out.

WTF?!",United States
1038,1397689076208353280,1370566751902109700,2021-05-26 23:00:18,TX,"New available appointments detected!
Provider: H-E-B
Location:
Slaughter And Manchaca H-E-B
2110 West Slaughter Ln Austin, Tx 78748-5992
Austin

Number of Appt Slots: 62
Registration link: https://t.co/a6BP8AiXj3

[26-05-2021 18:00:18]",United States
1039,1397689075696648194,64031011,2021-05-26 23:00:18,,#CDC #COVID19Vaccine Effectiveness Study In Health Workers Shows mRNA Vaccines 94% Effective https://t.co/xLRMqI7Qpd,Italia
1040,1397689075109400581,1156003790182658048,2021-05-26 23:00:17,"Between her A-cups, tx",Damn they are really push this vaccine on ppl.. well trying to bribe ppl,N/A
1041,1397689071502254085,1243877048,2021-05-26 23:00:17,"New York, USA",@Drutonium1 @TheLeadCNN @PaulaReidCNN The vaccine came into fruition due to the pressure Trump put in the makers,United States
