,Tweet_id,User_id,TweetAt,Location,OriginalTweet
0,1397686584305078272,1285074929650593793,2021-05-26 22:50:24,"San Diego, CA",fuck the vaccine shit got my arm throbbin🙄
1,1397686579276259331,117273945,2021-05-26 22:50:22,"Lehigh Acres, FL","@DaronKnol @ronnoconiv @patriottakes I think the fact that Covid is not the Black Plague is what will stop them. If 2/3 of people who got Covid died, then vaccines would be made mandatory.

Covid is simply not deathly enough to force unwilling Americans to get injections of a new vaccine."
2,1397686569994264586,1266128491277365248,2021-05-26 22:50:20,,@jacds68 @AuthenticVegas @BNODesk Is that why they have such a slow vaccine rollout?
3,1397686568127811594,1389542308291301382,2021-05-26 22:50:20,"Peloponnisos, Greece South ","Plandemic going good!
Millions of sheep's following the Vaccine Wolf 🐺"
4,1397686564575059969,21545913,2021-05-26 22:50:19,"woodland, Ca",Coronavirus: Influencers offered money to badmouth Pfizer vaccine https://t.co/6GXBw1k6v5
5,1397686564482805761,1439541762,2021-05-26 22:50:19,"Finley NSW, Australia","Vaccine “Grumpiness” is 🇦🇺’s &amp; 🌎’s happiness! 

@AngelaMerkle2 once said “Freedom is being Responsible”

1st 💉in your 💪is the best💉

I’ve done nearly 1000 AZ💉. More than 60% have no grumpiness (side effects) at all #CovidVic #COVID19Aus https://t.co/a3lLVFY0Dm"
6,1397686563740389377,1372235890437722112,2021-05-26 22:50:19,,@shahid_siddiqui Oh Haan your leader Akhilesh said it's a BJP vaccine now why does he want it...Stop this shit we are not fools and we also know if it was any other government we would have struggled to get even one dose.....India will win under him...not by your hate against him..
7,1397686560976510978,601862599,2021-05-26 22:50:18,,"@KatiePavlich But y'all fine to inhale it, not prevent it's spread with a piece of cloth and deny the vaccine. 
Who's stupid now?"
8,1397686557746909187,1303571603536707584,2021-05-26 22:50:17,,@RpsAgainstTrump Why would you need to be convinced to get the vaccine? Doesn’t that raise some concern?
9,1397686553070116865,800234427943006208,2021-05-26 22:50:16,"New Delhi, India","All this fuss modi n GOI is making on whatsapp n twitter is just to divert people from actual problem vaccine  to fight covid .. people are dying 

Modi tera toh pariwaar nahi dusro ka toh rehne de"
10,1397686550352306176,148509375,2021-05-26 22:50:16,Texas,"The people saying “the FDA and CDC are lying about covid”

are the same ones saying “but the vaccine is not FDA-approved and the CDC said no masks”"
11,1397686546548015110,296366549,2021-05-26 22:50:15,,"@stefano7418 @CryptoBull2020 Absolute rubbish. Please research before spouting crap on twitter! Also what is the English strain?! Get the vaccine, help the world out, eradicate this shit. Simple 🤷🏼‍♂️"
12,1397686545033875456,56048686,2021-05-26 22:50:14,,@BurdsIVue Lol got vaccine advice and a movie review. Awesome!
13,1397686543993610240,741332969390903296,2021-05-26 22:50:14,,@isabellabardotx Keep the name. You can't pick one that doesn't belong to a past-or-present racist. There's no reason to let stuff like that define you.
14,1397686543276408838,827843955106516992,2021-05-26 22:50:14, Australia,"Ffs #colebeck is now blaming failure to vaccinate the #agedcare cohort on the flu vaccine requirements? 

This #Morrison government is a total corrupt failure! #ScottyDoesNothing #MorrisonLockdown https://t.co/bPor3jJX1s"
15,1397686537744269316,3008909055,2021-05-26 22:50:13,,"@NOTATORYEVIE Honestly, get it if you can. If you talk to the people at the vaccine centre, I’m sure they’ll be willing to talk through any allergies and given the way Pfizer and Moderna are made, they’ll probably be far less likely to provoke a reaction anyway."
16,1397686534317481985,1074373218813837312,2021-05-26 22:50:12,,"Funny to see people placing coins on the vaccine spot, in a slight curve of the arm, and saying that it’s magnetic now.

If something had been injected it would have been traveling through their bodies like a subway."
17,1397686532434141184,80712889,2021-05-26 22:50:11,,"#auspol 25 Aged Care Facilities in Victoria have not had a single dose

Richard Colbeck says ""he's very comfortable with"" the Vaccine Process 
&amp; then blamed the Nursing Homes

Not the Federal Govt's Fault that this has not been COMPLETED BY APRIL AS ANNOUNCED

#ScottyDoesNothing https://t.co/ilNVFPXwDV"
18,1397686532190838786,1323061574018326529,2021-05-26 22:50:11,"Auckland, New Zealand","According to the Marae Ora (C.I Ministry of Health) fb page, they’ll most likely run out of the Pfizer vaccine today giving the vaccination team a bit of a break ahead of Friday’s flight and arrival of the next batch. ✈️"
19,1397686531758899205,2684091664,2021-05-26 22:50:11,"Union, NJ","They finna take all ya unemployment money away and force people to take the vaccine if you want to keep receiving it, I’m calling it now. And ya lazy people really gunna go for it"
20,1397686530991341568,724640940,2021-05-26 22:50:11,,"With the mess and failure that seems to be real in the UK Govt , I shudder to think what would happen if we were at war or there's another pandemic. They were lucky with the vaccine for Covid. These people cannot and have not kept us safe. #BorisJohnson"
21,1397686530869665794,1334155961188040707,2021-05-26 22:50:11,,Vaccine inequality in India sends many falling through gaps - The Washington Post https://t.co/9P79m3k5vw
22,1397686529846398982,1388870934073856001,2021-05-26 22:50:11,Swansea,@CarolineLucas And the vaccine rollout was more a testament to our tremendous NHS as opposed to that lying Tory cartel
23,1397686528760025090,757701497828376576,2021-05-26 22:50:10,"Baltimore, MD",@067eoin hey miss twirliana bombs yass sticker 2021 amazon drone strike coronavirus vaccine me&amp;u2 merch yamaha headphones
24,1397686524448284677,356285756,2021-05-26 22:50:09,,"i wish everybody would stop tryna convince me to get the vaccine , i’m not getting it tf!"
25,1397686523248660480,1147593176951250945,2021-05-26 22:50:09,"Manchester, England","@jarue369 At work 2 people were hugging, I asked what's happening. They said we're now vaccine brothers."
26,1397686518324465665,2588841085,2021-05-26 22:50:08,✨,"Pfizer board member Scott Gottlieb calls for increased, 'sustained investment' from governments into vaccine manufacturing facilities in WSJ opinion piece.
@ScottGottliebMD pretends this is about preparedness, and not the massive profits it would generate for him &amp; Pfizer. #shill https://t.co/BYKfimV3sG"
27,1397686509688344577,243646227,2021-05-26 22:50:06,"Tondo, Manila","@News5PH Kaloka po kayo senator Villar, vaccine never was an assurance to make a person invincible. It only provided added protection. San nyo po nahanap yang information na you will never die or get serious illness if you are vaccinated."
28,1397686501476032512,820137323732078592,2021-05-26 22:50:04,"Delran, NJ",@drivingunderh2o I was actually like “uhh okay” and then halfway thru tweeting I realized the next line ends with “receipt” which rhymes with vaccine so yes I believe he may be on to something 🤔
29,1397686492965785606,1392997174804426754,2021-05-26 22:50:02,,@newsmax As well he should he’s the one who got the ball rolling for the vaccine.
30,1397686489362755587,43484212,2021-05-26 22:50:01,Kuala Lumpur,Me myself being mad at the vaccine website but goes around trying to calm others 😅
31,1397686484547903490,18456335,2021-05-26 22:50:00,"Madison, WI","As of Wednesday, a total of 5,087,871 vaccines have been administered throughout Wisconsin. So far, 47.2 percent of Wisconsinites have gotten at least one dose of the vaccine, and 41.1 percent of the state has completed the vaccine series.https://t.co/NrlpYCn4Vc"
32,1397686481192374277,702223864290418688,2021-05-26 22:49:59,,"@HawleyMO @Facebook More important than placing blame which is only a political stunt; is for all Americans to be responsible and get the vaccine so we can really Eradicate the covid germ in America, why don’t you and your colleagues set an example like all your Democratic colleagues get vaccinated"
33,1397686476834492417,1357366267762606080,2021-05-26 22:49:58,,@Xcdrt @northh1129 @mehdirhasan @richardmarx I won't waste your time or mine talking about the election. The audits continue. I figured he would take his vaccine that he kept bragging about. He never hid it from us. He's been a surprising proponent of the vaccine but I'm going to keep wearing my mask and distancing for now
34,1397686470912004098,4708268322,2021-05-26 22:49:57,Naarm,@woopdedoo652 Absolutely! Under 50s should be allowed to work from home if a vaccine is not given to them!!
35,1397686468630310914,363303599,2021-05-26 22:49:56,,@jmhorp Taiwan need vaccine!
36,1397686468374675461,1183340738014334976,2021-05-26 22:49:56,she/her 16,@SOOYASlDE alright.... maybe the vaccine did have some effect on you
37,1397686466206044162,592589713,2021-05-26 22:49:55,Australia 🇦🇺🇦🇺,@MattThompson A vaccine and getting rid of this abomination of a State Government. We’ve been so unlucky here in Victoria to have these people manage the State during a pandemic.
38,1397686466063519746,154223624,2021-05-26 22:49:55,172.16.254.1,"@nicd_sa 26 May 2021 #Covid19InSA  
Cases;1645555
Deaths;56077(3.4%)
Recoveries;1546583(94.1%)
T-tested;11452185
Phase 1 Vaccinated;479 768
ActiveCases;42895
Daily Positivity; 10.1%
New cases;4623
New Deaths;101
New recovery;2632
Pfizer Vaccine;282135
Phase 2 daily vaccinated;60999 https://t.co/vVNo1LNPvV"
39,1397686463773483011,2355175141,2021-05-26 22:49:55,London,"WHO reviewing Việt Nam’s proposal to become mRNA COVID-19 vaccine producer: Official – Opinion – Vietnam News | Politics, Business, Economy, Society, Life, Sports – VietNam News https://t.co/fmHm7ORAYz"
40,1397686455808368643,855635623201210368,2021-05-26 22:49:53,"Salem, OR",@hypochondria48 @baseballnut626 @miphire @redbaybound @GatorMama44 @MollyJongFast @mtgreenee Pfizer took 1.9 billion dollars in a advanced purchase agreement to push the vaccine to the market place from operation warp speed...thats a pretty good incentive to try and get the vaccine out asap..
41,1397686454109671425,895593120724770816,2021-05-26 22:49:53,,Let's go &amp; get this vaccine
42,1397686453950316549,1299969024294490112,2021-05-26 22:49:53,,@she12 @dogmomma30 @CTVNews A vaccine isn't contagious.
43,1397686452725551107,1171187227855974400,2021-05-26 22:49:52,,"Havent gotten the vaccine yet, also haven't been infected. Also, there's no shame in that. You be you."
44,1397686449793863681,289712928,2021-05-26 22:49:52,,@RexChapman Dude is missing out on the new 5G I got from the vaccine &amp; it’s awesome 🤣
45,1397686446300053506,171360721,2021-05-26 22:49:51,Houston,"@BLaw @Crowell_Moring CDC Vsafe already has a record of most all who've been vaccinated and could be used to create vaccine passports. Israel is doing well with theirs and they are pretty popular in DC. 

If Biden had balls, TSA would require proof of vaccination before boarding."
46,1397686446060937218,1121168038148104194,2021-05-26 22:49:51,she/her,bro my mom is so dramatic 😭 i said i didn’t need to get a vaccine right away since i work at home and don’t plan on traveling right away she said “what if i die tomorrow and you have to bury me in tunisia what will you do?” ma’am calm down 💀
47,1397686444655845379,107581536,2021-05-26 22:49:50,West yorkshire,@ianbrown @Nazi_Varia @GTwoey With Vaccines... Like the smallpox vaccine that was devolped in 1796 and has saved approx 150-200million lives.
48,1397686440205553665,1062716351297376258,2021-05-26 22:49:49,,@barnabychuck How can they achieve that eh even mga binili na vaccine ng private companies for their employees eh ayaw i-release unless you-know-what.
49,1397686434690220033,1097034614881828864,2021-05-26 22:49:48,,@POTUS Whoever got the vaccine should get a gift!
50,1397686432643403776,509213016,2021-05-26 22:49:47,Your local Power Company ,"Oh you’re a doctor, who happens to know every thing about vaccines?! Who’s gone to school to study how the human body works? Who’s done research and know how This type of vaccine works? Ok thanks doc."
51,1397686425550692357,18228748,2021-05-26 22:49:46,Kaurna Country South Australia,"Even the Murdochracy and the (Liberal) Speaker are picking up on the fact that the PM doesn’t actually have an answer to any questions about the vaccine rollout:

https://t.co/KolkrRyezj"
52,1397686423176712194,35656317,2021-05-26 22:49:45,Melbourne,"Watching the news and just heard that 29 Victorian Aged Care homes have not even had their 1st dose of the vaccine &amp; many have only had 1 dose 🤦🏼‍♂️ Yet, Richard Colbeck was asked about this and his response “I’m comfortable and happy with the rollout.” You’re there only one!"
53,1397686409721487365,1105487945002373120,2021-05-26 22:49:42,,"@Jasperinboston @kmurph32 @DKThomp A local ""flare-up"" can only happen in pockets of unvaccinated. Those who are not ""antivaxxers"" will be taking precautions (masks, distancing, etc.) and rapid local deployment of vaccines will help those newly convinced of vaccine merit.
I don't see a big problem arising."
54,1397686407129337862,1247281795722366978,2021-05-26 22:49:41,,Now the #Astrazeneca jab is linked to strokes. When will be public accept the health implications of this so call vax???? Brain clots. Any alarm bells yet? #Astrazeneca #Vaccine #Covidvaccine #Plandemic https://t.co/C18p9z9ALi
55,1397686406135181312,2908658419,2021-05-26 22:49:41,,"always with this ""Cherie told Kennedy she is not anti-vaccine"" - 

almost lost her husband, her athlete son can barely walk - yet people have to make these statements because of fear of retribution from vile covidian cult - which includes friends and family - maddening smh"
56,1397686403341832193,2908658419,2021-05-26 22:49:40,,"The husband: "" Cherie’s husband, who received the Moderna vaccine, had a similar severe adverse reaction. He was hospitalized with a pulmonary infarction and lost about a fourth of his lung, permanently, said Cherie. An x-ray revealed he had over 100 blood clots in his lungs"""
57,1397686400837816320,2908658419,2021-05-26 22:49:40,,"""The doctor was “pretty dismissive,” said Cherie. “We were sent home.”

https://t.co/hqK9Tvogy4"
58,1397686394030415875,1254218462500548608,2021-05-26 22:49:38,"Earth, 3rd rock from the sun.","@dumbassgenius My friend scoffed at the vaccine, supported #45...

His parents, who qualified age wise and ""could"" have gotten the vaccine, didn't.

All 3 got covid. His dad died from covid.

He still scoffs at the vaccine.

And yes, same friend if you're keeping track, flat tire brain..."
59,1397686389865582597,782672448323932160,2021-05-26 22:49:37,Nederland,"@willem_engel

Circulating SARS-CoV-2 Vaccine Antigen Detected in the Plasma of mRNA-1273 Vaccine Recipients https://t.co/gdfk6rYcbL"
60,1397686389383122946,1390069132331077635,2021-05-26 22:49:37,,@abgupta1508 @haryannvi Please dont forget about the wastage In some states wastage is around 35% .  Some states will need to stop politics and concentrate in improving vaccine infra.
61,1397686388439584770,288973378,2021-05-26 22:49:37,,got my first dose of the covid vaccine :)
62,1397686387323793408,1129505595269058560,2021-05-26 22:49:37,"Alberta, Canada",@CBCFletch Do you know if Alberta has received more Astrazeneca vaccine from the federal government? There were news articles in mid May that another COVAX shipment was soon arriving in Canada. What has happened to that?
63,1397686382135582721,260334086,2021-05-26 22:49:35,,@brad_melanson I yelped loudly like a wounded animal when Paisley stepped on my arm the day after the vaccine.
64,1397686377811103745,103195190,2021-05-26 22:49:34,Pennsylvania,"This job is now open at CVS Health in Blandon, PA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Pharmacy Technician– COVID Vaccine Support #cvspharmtech #pharmtech"
65,1397686374132748288,1213875912,2021-05-26 22:49:34,England,@NOTATORYEVIE I will. Feel like it's doing my bit for hard immunity and at the end of the day as wrong as they are vaccine passports will be a thing for a period of time
66,1397686370806599680,1102097890904698881,2021-05-26 22:49:33,Straya,As much as the Federal Government has fkd up the vaccine rollout surely some blame has to pass to individual citizens for electing to delay getting the jab for a variety of reasons and to the media for fuelling this hesitancy. https://t.co/Z2W4UCFXGs
67,1397686368516526082,1196304745603817472,2021-05-26 22:49:32,Blog 👉,"When @JoeBiden came into office, less than 1% of Americans were fully vaccinated.

Today, half of American adults are fully vaccinated.

Such immense growth! 📈

Long $MRNA $BNTX $PFE $AZN $JNJ https://t.co/UU4uGSiNGM"
68,1397686361252151296,2606813690,2021-05-26 22:49:30,"Sheffield, England",@NHSDigital @NHSuk @NHSSheffieldCCG I have been trying to book a vaccine slot online for several days but only got error code 9907! Tried 119 too. Is there a solution to this? Thank you!
69,1397686350397116417,838266595700977664,2021-05-26 22:49:28,"Wurundjeri Land, Kulin Nation",Ugh 12 hours after the vaccine my muscle started to ache. It's painful but not bad but its the constant ache that is getting to me. Still I'll take this over not being vaccinated any day!
70,1397686345573797890,1366443615707357185,2021-05-26 22:49:27,,Tennessee anti-vaxxer arrested after deliberately plowing car through vaccination site https://t.co/NY7df4XGcD
71,1397686329564147721,154223624,2021-05-26 22:49:23,172.16.254.1,"@DrZweliMkhize 26 May 2021 #Covid19InSA  
Cases;1645555
Deaths;56077(3.4%)
Recoveries;1546583(94.1%)
T-tested;11452185
Phase 1 Vaccinated;479 768
ActiveCases;42895
Daily Positivity; 10.1%
New cases;4623
New Deaths;101
New recovery;2632
Pfizer Vaccine;282135
Phase 2 daily vaccinated;60999 https://t.co/VdwImOwIQY"
72,1397686328473526274,2318290814,2021-05-26 22:49:23,,"@iamkarendavila Mostly of the vaccine have side effects, high fever, dizziness, headache, lost of appetite, tiring.. I don't think kids can tolerate it🥺🥺"
73,1397686324115689474,1364920154497277956,2021-05-26 22:49:22,"Los Angeles County, CA","NEW: CVS #17648 on 05-28
Age Group: Unknown

Address: 30740 Russell Ranch Rd, Westlake Village, CA 91362
Posted @ 1622069362
https://t.co/0mws9GGZhU"
74,1397686319367733258,1880558749,2021-05-26 22:49:20,Toronto,"My local pharmacy scheduled my 2nd shot of #AstraZeneca/#CovishieldVaccine for Friday May 28.
That's a 10 week gap.
NOT 12 wks per UK advice.
NOT 4 mos per @fordnation's ""#pandemicpolicies"" 🙄.
BUT vaccine shouldn't be wasted.
Concerns?
Read: https://t.co/bGEAXbdzEq
#VaccinesWork https://t.co/aIIXVRda0O"
75,1397686317870354433,946171161045594112,2021-05-26 22:49:20,,"@LaineyMart So, you don’t believe in the vaccine, huh ?"
76,1397686312141004808,1339194560166191108,2021-05-26 22:49:19,,"@MattHancock Finally exposed as a fraud MATT HANCOCK THE LYING FRAUD EXPOSED. The truth is all coming out now... this is the same man who told you the Vaccines where tested and safe, then asked for volunteers to aid testing Vaccine  I’m so glad I never got vaccinated 😂 capitalism and greed https://t.co/XF1LCxiPyz"
77,1397686310580723718,1364920154497277956,2021-05-26 22:49:18,"Los Angeles County, CA","NEW: CVS #17593 on 05-29
Age Group: Unknown

Address: 809 N Azusa Ave, Azusa, CA 91702
Posted @ 1622069359
https://t.co/0mws9GGZhU"
78,1397686305778196482,309238549,2021-05-26 22:49:17,"New York, NY","Ohio will announce the first $1 million vaccinated lottery winner tonight in its Vax-a-Million program. ""It’s estimated that staving off just 40 severe Covid-19 cases requiring hospitalization would pay for the entire program,"" writes @GovMikeDeWine.  https://t.co/YYHqoajCuA"
79,1397686302162755584,1366506444535791617,2021-05-26 22:49:16,,This 5G in my vaccine really ain’t helping as much as I’d hope.
80,1397686301940277248,721648991767662593,2021-05-26 22:49:16,"Sydney, New South Wales",horny for the vaccine !!
81,1397686300308742144,2967546956,2021-05-26 22:49:16,Australia,#AstraZeneca uptake will increase with return of covid. As the only choice for over 50 some will die some will be harmed all because @ScottMorrisonMP @GregHuntMP . Failed to provide safe quarantine failed on #COVIDisAirborne failed to procure appropriate vaccine. YOU HAVE TO GO
82,1397686300166217735,1097668963419516928,2021-05-26 22:49:16,"the Town of Trenches, Kingston",Turns out the guy that helped spawn the modern anti-vaxx movement with a study linking vaccines to autism did it so he could get investors for an alternative vaccine he had patented a few months prior to publishing his study. Ain't capitalism grand. https://t.co/WIZsXBZfsa
83,1397686292297793543,43064490,2021-05-26 22:49:14,"Victoria, Australia","Reported yesterday: 12 new local cases and no new cases acquired overseas. 
- 12,677 vaccine doses were administered 
- 40,411 test results were received 

More later: https://t.co/lIUrl0ZEco 

#COVID19Vic #COVID19VicData https://t.co/e9rfizWbGp"
84,1397686287532916737,3145677894,2021-05-26 22:49:13,"Melbourne, Victoria","The vaccine rollout, and the comms surrounding it, have been abysmal. Australia is once again the laughing stock of the world. (3"
85,1397686285423104004,2808589412,2021-05-26 22:49:12,,also got my vaccine https://t.co/VOXXHpLehv
86,1397686281778253825,872196626,2021-05-26 22:49:11,,"@justinbaragona Let me get this straight, a guy who KNEW he’d be either shot and killed by the cops next door or in jail for life waited to get his vaccine first? 😂 I don’t care if this retired cop is a Nobel prize winner, he’s dumb as a rock."
87,1397686279924453378,1261894889987469312,2021-05-26 22:49:11,Australia,"@BabaBoon17 In other words Matthew, we don’t actually know what the vaccine does or doesn’t do to a vaccinated person. We are clueless as to the long term side-effects and we are currently using the world population as lab rats."
88,1397686278926344195,65423567,2021-05-26 22:49:11,"Kitsap County, Washington","Vaccination with a view! 
May 25th through May 27th &amp; June 1st through June 3rd
Bremerton-Seattle during mid-morning/afternoon sailings

Offering both the Pfizer vaccine &amp; the 1-dose J&amp;J vaccine.
Coordinated by Peninsula Community Health Services &amp; @wsferries. https://t.co/Z1QXu1mwQQ"
89,1397686278863347714,1078486214,2021-05-26 22:49:11,,@VeronicaSam13 Count your lucky stars you aren't ibn Missouri. I worry that they will fine me for getting a vaccine. Seriously. We are having a COVID spike in my area and they are blaming it on the vaccinated.
90,1397686276661202948,799696784519938048,2021-05-26 22:49:10,News ,Tennessee anti-vaxxer arrested after deliberately plowing car through vaccination site https://t.co/H0SjKtzVEM
91,1397686276158103556,1377990296202543110,2021-05-26 22:49:10,Canada,"@VaxHuntersCan Also this clinic starting this week in @regionofpeel 

Book: 
https://t.co/wkql4KdRmD https://t.co/nFWPmyxRw5"
92,1397686274887061505,1070031744005361665,2021-05-26 22:49:10,,"we have more people fully vaccinated than the top 9 states in that list COMBINED. I feel bad now I was ever complaining that the vaccine rollout felt a little slow here, bc all things considered it’s been a monumental task to get CA vaccinated based off sheer population alone"
93,1397686274564280321,1177060669239246855,2021-05-26 22:49:10,🇭🇳 | she / her | 19,omg i get my second vaccine tomorrow 🧍🏽‍♀️
94,1397686274211864578,2844463167,2021-05-26 22:49:10,Mines a half of shandy please.,"@lisa_cara19 @bexhc73 @thereclaimparty @LozzaFox Amazing you think we shouldn't be afraid of a virus that you say kills ""only"" 1% of those who it infects, yet you think we should be afraid of a vaccine which kills 0.001%"
95,1397686271666016260,22462270,2021-05-26 22:49:09,Moscow,"Resistance to vaccine mandates is building. A powerful law firm is helping. 
By Isaac Stanley-Becker

https://t.co/C2nvvyjXdT"
96,1397686258122493954,788524,2021-05-26 22:49:06,,British &amp; Irish Lions players given first Covid vaccine doses before tour https://t.co/1RQqfsRS8I
97,1397686255136100352,16995239,2021-05-26 22:49:05,,"Malaysia's vaccine equity is pitting an over-65 year old person who has a 5.6% of dying if infected by Covid against a below 50 years old who have only a 0.14% chance of dying.

Pit a weak elderly with a 40 times higher probability of dying vs a high tech young person.

Cerdik"
98,1397686253219287044,3866664433,2021-05-26 22:49:05,"Seaford, Melbourne, Victoria",@StartupShelley Interesting to read the Twitter responses to Greg Hunt after announcing lots of vaccinations in response to growing sites. There is shift towards people saying where is the vaccine and why is hotel quarantine not better federally regulated.
99,1397686252355395587,4127194814,2021-05-26 22:49:04,ocuppied Lənape Haki-nk,"@Baldscientist I'm not an epidemiologist,  obviously,  but I'm not comfortable just giving up on my mask. Plus there are people who are immunosuppressed who may not be able to get a vaccine and I'd rather protect them by wearing a mask."
100,1397686252254765057,858784008,2021-05-26 22:49:04,,@catsandbuds420 Yes I would get vaccine.
101,1397686241554956289,819519128985681920,2021-05-26 22:49:02,,@TheAviator1992 How can you have heard immunity when the vaccines do not stop infection or transmission. Wake up. Vaccine antibodies last 5 weeks. That is all and then they start to wane. #ivermectine is the actual answer. Look at what the Pfizer TGA doc says. https://t.co/BkZKSDa0d1
102,1397686239130578945,111803463,2021-05-26 22:49:01,Seattle,"@Sdhey19 @Regina_Griffin @apoorva_nyc Some people's immune systems just aren't as good as others at responding. True of any virus. But testing positive for Covid twice, months apart, is still pretty rare. Fingers crossed the vaccine will give you the boost you need!"
103,1397686238690385920,27969461,2021-05-26 22:49:01,New Orleans,"Our vaccine clinic hours are changing to better serve our community! 

🏥 Touro Vaccine Clinic
3525 Prytania Street Suite 100
Tuesday - Thursday 8 am - 5 pm

Call 504.962.6202. or visit https://t.co/SYtNRz5tny to schedule an appointment. 
Walk-ins available! https://t.co/z77aRsXeW2"
104,1397686236874219530,25928253,2021-05-26 22:49:01,USA,There’s a small chance you could catch the coronavirus after you get the vaccine. You might hear this called “breakthrough COVID-19.” What you should know: https://t.co/uSkD9ptPeV https://t.co/bjIkgk6IoG
105,1397686236744138752,15679641,2021-05-26 22:49:01,"Dallas, Texas",The latest COVID-19 numbers and vaccine info for Richardson https://t.co/eICqN9DtnV
106,1397686214816198657,927313577752412160,2021-05-26 22:48:56,,"#MorrisonLockdown 
#LNPfail on vaccine rollout and purpose-built quarantine sites.
#NewsCorpse https://t.co/GfEfZCfUfr"
107,1397686214573051907,1028171,2021-05-26 22:48:55,"Pittsburgh, PA",@jaygerland @ArtparkNY Vaccine only also means less dumbasses to deal with too!
108,1397686212903772160,1132446569813356544,2021-05-26 22:48:55,she/her,i’m getting the vaccine 🌚
109,1397686210093621249,185396306,2021-05-26 22:48:54,Liverpool,"I’m a tit yanno, I thought it was Friday tomorrow but the reason for that is wrong too! I’ve got my vaccine on Thursday which is tomorrow but I told myself it was Friday which made me type Thursday! I have no idea why any of you follow me. https://t.co/ZEKqq2Xgen"
110,1397686202933944320,158594098,2021-05-26 22:48:53,Somewhere in London,"IF GOOP DID THE VACCINE. 

#goop #vaccine https://t.co/ITT08p5MA2"
111,1397686202589872128,3243174200,2021-05-26 22:48:53,,"""Is it  known  whether  cross-reactive antibodies from  previous coronavirus infections or vaccine-induced  antibodies  may  influence  the  risk  of  unintended  pathogenesis following vaccination with COVID-19?"""
112,1397686195182657537,1128862291074531330,2021-05-26 22:48:51,Straya 🇦🇺,"@DarylTractor @brucerguthrie Colbeck was just on ABC spouting off about how well the vaccine rollout is going.
They're all full of shit."
113,1397686183363239940,509095385,2021-05-26 22:48:48,"Ditmas Park, Brooklyn","Some residents say they distrust the vaccine, but most say they haven’t been able to access it. https://t.co/YVAeoReih6"
114,1397686180196634632,1318663615344422914,2021-05-26 22:48:47,xey/xem ,"MY FRIEND JUST CAME TO MY HOUSE AND BROUGHT ME ICE CREAM CUS I JUST GOT MY COVID VACCINE,,, IM ACTUALLY GONNA CRY I LOVE HER SO MUCH"
115,1397686179336687621,1048689988962058242,2021-05-26 22:48:47,"Tulsa, OK","Just saw a news spot about how the vaccine is less effective for transplant recipients! There are some of these people being hospitalized with the virus even after receiving the vaccine! If any oomfs have received transplants, I thought I’d let you know, please stay safe"
116,1397686163310272512,931195397091061760,2021-05-26 22:48:43,,"@_daveclancy @SimonMcCoyTV Which other decisions?
The thing they are most eager to claim the credit for - the vaccine - is the one thing they conspicuously had the least to do with."
117,1397686163218051085,1390994565583233025,2021-05-26 22:48:43,"Colchester, England","@TheFreds @section92_ Senator Bob Hall speaking at the US Senate Committee: "" In 1976 45 million vaccines were given for Swine Flu. 53 people died and the program was halted, deemed 'too risky'.  Now we're approaching 4,000 Covid vaccine deaths""."
118,1397686162832060416,1381050054358671360,2021-05-26 22:48:43,,"@yeojinswaif @ZafarSobhan @Vorckswagon @RealCandaceO Can you read??? The Vaccine is required even in the circumstance of online learning, that’s my point!"
119,1397686162815209473,3085629857,2021-05-26 22:48:43,Vancouver,"@richardzussman 3,580 (-202) active cases
137,517 (+455) recovered
2,979,951 (+52,464) vaccine doses administered
152,010 (+3,430) of which are second doses"
120,1397686158281252866,2655508508,2021-05-26 22:48:42,,Finally got all vaccine up. So I'm all done with that now I must get some rest from this 😴 https://t.co/REi8D8z54J
121,1397686157480243207,3712745243,2021-05-26 22:48:42,"Columbus, OH",So I didn’t win that million dollar vaccine lottery :(
122,1397686145455202308,803650296186544128,2021-05-26 22:48:39,United States,@NurseNinaPA @Slapout4 The wackos need a brain vaccine...cuz they wacko as sh*t.
123,1397686145215987714,3085629857,2021-05-26 22:48:39,Vancouver,"3,580 (-202) active cases
137,517 (+455) recovered
2,979,951 (+52,464) vaccine doses administered
152,010 (+3,430) of which are second doses"
124,1397686143131340804,1849534285,2021-05-26 22:48:38,Melbourne & Regional Victoria,Morrison &amp; Tehan choose people over profits. Support the vaccine waiver! via @GetUp https://t.co/NvGSdgU5xK
125,1397686141625667584,103719930,2021-05-26 22:48:38,"Seoul, South Korea","At the #ROKUS Summit last week, #SouthKorea President Moon Jae-in &amp; #US President Joe Biden discussed a variety of issues including #vaccine cooperation, #chip shortages, &amp; an end to Korea's #missile restrictions. @BrookingsFP's Dr. Revere joins us w/ his insights on the issue. https://t.co/AidzX4rEZa"
126,1397686123212820480,60575687,2021-05-26 22:48:34,New Jersey,"Republicans in North Dakota want officials to stop contacting residents to inform them about the COVID vaccine.These are the same folks who insist on abortion counseling (and many other things) so women “know their options”. 

Ya can’t make this stuff up.

https://t.co/YIXIZim1tr"
127,1397686111766339584,4132210947,2021-05-26 22:48:31,,"Today was my first day on our vaccine outreach team using our mobile health clinic and I can tell you right now, this will be the highlight of my entire nursing career. What a fantastic thing to be apart of I am SO PROUD ♥️"
